id,name
759fhii7hsnldanli06j5jmf6,Motherwell
cnnku8uihko7u4th0fms4pvg6,Rangers
muo4d1nfi1vgyvz5n07tjmoo,St. Mirren
87coxipr6ls77tnlba3eselx0,Ross County
ez46dadmx0virt38cgeq2n6pf,St. Johnstone
5mbo4f0vps12dr0fcvjn3wyp5,AIK
9zqn9ugvg64it0lr5z8cq4g9v,BK Hacken
46yo78zak2j7kaxc5ak1fnm60,Degerfors
czkf5t3ai00ghwbga03i5aqxw,Djurgardens
33hzf6j2rd9r50g2n4agsytkd,Gais
6i936isoyj6d0uuxdj537uc97,Halmstads
2nnlsjfbcea40t4jeclcbw9lk,Hammarby
ac8jow4mdkvnsv5s0och4qqm,Brommapojkarna
1939bnru25svvgv15k2c7tw2y,Elfsborg
evf5hhqgnjhwjsth1m6pawxdp,Goteborg
7hlumphk42363z3i2nry2wrzj,Norrkoping
durq4oppf7c08tnbzrlebt0uz,Varnamo
4jg5vd59i24chckyua90dr1lg,Sirius
93ohqui2qgqm8408viwmm1ken,Malmo
spvvjmk37iid7hsky9g3nce7,Mjallby
cfvya7igkhkas7wvsktwz6j8k,Osters
943ue6l8ylnidoygbi9p8op2h,Atlanta United
yrsr1hyy65062qyzw8sug3ys,Austin FC
dqq34048nqex146r77i5l8twq,Charlotte FC
apsqaaege20za4re5wm6bzq9a,Chicago Fire
oisd4xgg4qxt18c7tikdejbe,CF Montreal
cvrl5bces32x6fup1ks1hvets,Colorado Rapids
chjb0xe5vlaaguop3q2nbalni,Columbus Crew
5qw82lpi6fio4fbljihlyyulb,DC United
652hppivbqchvrp3wopx1isyt,FC Cincinatti
4gi4qw4gt6nfq0c6r8y574qgp,FC Dallas
69m5c06m9up1j8vf8ulnb80xu,Houston Dynamo
7a7uyvix8axi28h7d3bwl4tbe,Inter Miami
c6e7kqqrkt389ysrth6yy6puy,Los Angeles FC
6qr5y32dthc4dqycckwmfj1si,Los Angeles Galaxy
dna80a164iz5ta6pp6ivk64rx,Minnesota United
1oogd0fpwledjm2ycsuv7afze,Nashville SC
3ko4vrn7aouqpdr21sv4ipcvj,New England Revolution
1bksy4rix8pm8rjve81uqo8ut,New York City FC
7k329us81r2yiw9pakgo5tp6e,New York Red Bulls
eaqreat4kxwvah0bvwg1wtoq5,Orlando City
aq0m4zmew7kkplbi7fa0pv45c,Philadelphia Union
77o8sorlijzpr0t4s7231zzxp,Portland Timbers
29zyafx618w7tvp34n53pzwwb,Real Salt Lake
74lhmgpfmledj7a1h58wuar6c,San Diego FC
a2jg79bf9ab1vj6iok2r328cc,San Jose Earthquakes
3st9rj62b3qnni6uolw0lwaqn,Seattle Sounders
3olfhpj6emfhceudd95ytb9gy,Sporting Kansas
7rh4h3y77fl3s7rdqp61si49g,St. Louis City
28teusnamw1ujgh5di1auf2f7,Toronto FC
cdmq2tqfwo5td2ztv1s62bqlf,Vancouver Whitecaps
5rurqie3qt1qav9ir5mkqinn,Arsenal Women
8l30dsub3sutr6j3ruvk650xc,Aston Villa Women
dcdnoyf6kzhj46iyfm7xq43fy,Brighton Women
spi3g782q7m4evjxn1sv6cfa,Chelsea Women
7kt37xy93vjy6wac8vq6fqz3g,Everton Women
28u3q82ip96ahymkup01vfxli,Leicester City Women
mjejb0x57ms54j9ry6s8njwh,Liverpool Women
blzubaa449m1wjt46fasgdvse,London City Lionesses
36tr17foeaf9ejjmt2txuoy3y,Man City Women
axwnneoekq2f2yq6r1l704y96,Man Utd Women
9ijyncrxsejz505dbadwr1dir,Tottenham Women
cz26xwowfjp8ei14n9z2ac135,West Ham Women
4s6f6ktui5q36clvqisqr6lvo,Birmingham Women
9m7z1upwp3svfn611ejq7d36v,Bristol City Women
41gc7c8gdujhqd7b6jeiy93o6,Charlton Women
6o6989d7o4w1kn35cu75y1mny,Crystal Palace Women
69zcuxk3ooqd3qoy5qv0el46t,Durham
crlpv1ee9shz8npct9cts66xc,Ipswich Women
dr9t4jv8xuqbhrpao210srtni,Newcastle Women
7ft9s47h5gbc35sbndoswkdwl,Nottingham Forest Women
7qrv10bzmfn7bvyfsoe8hm6i6,Portsmouth Women
7cnwcepvri5mqscf68xf4n3mg,Sheffield Utd Women
d0e0ef84lu9gp5ga02l8h2q96,Southampton Women
2fornxej3uxyo1v7wczz20l1e,Sunderland Women
6hbfgdczbi3yg4sdpqgtu6s,Angel City
eka22bj7co8bw5qxa6qlbinf8,Bay FC
dzxypx8djih58p668surbi4qm,Chicago Stars
bgkfdckqfqnfbmecbtz03n76d,Gotham FC
c3v2ohfuzoqmc8ljm65hi80sj,Houston Dash
agxipc0vk4rtg09amjxv10nx0,Kansas City Current
b4fbmos00gxtk8qnaqsm392p5,North Carolina Courage
966pdxhsoxaib9qt5083h8uus,Orlando Pride
446mp88j1vpk9iwui9fiifrp8,Portland Thorns
dtucewmt49th1p4selfutmnmc,Racing Louisville
esvbnzqbyvxp2k570ez7h1a1g,San Diego Wave
bl53jk6zlfe5f583pil7xzwi5,Seattle Reign
bn7w86uw8j61dga3xr5s0yiju,Utah Royals
f1ks82wpiewyqs6h3oz9v4hzj,Washington Spirit
eslatwjz83segadwsds8fo6j8,Brooklyn FC
44j8qxiegml596jurnwr5ubdg,Carolina Ascent
c1ed7p5qzbt76o130i5x7af4k,DC Power
acwakqod21oacz0gmqlwdfuok,Dallas Trinity
3ahqhxzxpqp5vtx113hmw5990,Fort Lauderdale United
cmw14attlxgvhdqv1s559ki6s,Lexington SC
2gucw45otkxodbj9h1bvvsro4,Spokane Zephyr
dlmu64l83w7q1vxuajxql1jis,Sporting Club Jacksonville
7hafv1xtl8ycb6nnmvu5o87x0,Tampa Bay Sun
aj1bdyuwq8pdwycaa9kba8uni,Al Ahli
7dkxxicrwn77jpdfkwpnlnnyn,Al Ettifaq
aekjg4wbxaixtwu4aicmiju92,Al Fateh
ebcxfnmnxrxvv6lcjsahgd38j,Al Fayha
dgi72jj27o29uizez3ciocdwc,Al Hazem
c9swyor08g9pedxpe3n321svu,Al Hilal
2kzl64gp8x37bon8tyxojqrr1,Al Ittihad
7w4300dn2tnd0eqmbtk531tkx,Al Khaleej
3eha2sarrs9ttx6mnxl92wacq,Al Kholood
6sh4w5q771qh9l4ekri5hm7tl,Al Najma
57jcqe38hakh2hfit2zsogsb,Al Nassr
5y3fer65qp1ysl3atfiq2ftqd,Al Okhdood
90k2kbbkk2cj55yhkivdqn0ym,Al Qadsiah
e8vx5q2foz1r1ytu2mgbfj0m,Al Riyadh
2ry1fixv27p3xepazsxcuyoho,Al Shabab
o1iwuxbv233ayidxpibbxy59,Al Taawoun
4djrvao40r1vgr4psfl5dzc80,Damac
3syp26wx3cg4oraxo38b58e22,Neom
84fpe0iynjdghwysyo5tizdkk,Alanyaspor
9irsyv431fpuqhqtfq9iwxf2u,Antalyaspor
2ez9cvam9lp9jyhng3eh3znb4,Besiktas
bmgtxgipsznlb1j20zwjti3xh,Eyup Spor
c3txoz57mu7w9y1jprvnv2flr,Fatih Karagumruk
8lroq0cbhdxj8124qtxwrhvmm,Fenerbahce
esa748l653sss1wurz5ps3228,Galatasaray
2agzb2h4ppg7lfz9hn7eg1rqo,Gaziantep
embqktr41hfzczc8uav1scmcn,Genclerbirligi
cjbaf8s09qoa1n11r33gc560x,Goztepe
4idg23egrrvtrbgrg7p5x7bwf,Kasimpasa
c8ns6z3u8kxldv1zh1evu10rv,Kayseri
b703zecenioz21dnj3p63v3f7,Kocaelispor
cw4lbdzlqqdvbkdkz00c9ye49,Konyaspor
dpsnqu7pd2b0shfzjyn5j1znf,Samsunspor
2yab38jdfl0gk2tei1mq40o06,Trabzonspor
1lbrlj3uu8wi2h9j79snuoae4,Caykur Rize
47njg6cmlx5q3fvdsupd2n6qu,Istanbul Basaksehir
